StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Prolific ID,Attention Check,medicaid-1_1,medicaid-2_1,medicaid-3_1,medicaid-4_1,veterans-1_1,veterans-2_1,veterans-3_1,veterans-4_1,pensions-1_1,pensions-2_1,pensions-3_1,pensions-4_1,foreign_aid-1_1,foreign_aid-2_1,foreign_aid-3_1,foreign_aid-4_1,confinement-1_1,confinement-2_1,confinement-3_1,confinement-4_1,suicide-1_1,suicide-2_1,suicide-3_1,suicide-4_1,border-1_1,border-2_1,border-3_1,border-4_1,felon_voting-1_1,felon_voting-2_1,felon_voting-3_1,felon_voting-4_1,affirmative_action-1_1,affirmative_action-2_1,affirmative_action-3_1,affirmative_action-4_1,electoral_college-1_1,electoral_college-2_1,electoral_college-3_1,electoral_college-4_1,authorship,PROLIFIC_PID,issue,model,variant
2024-03-12 18:00:26,2024-03-12 18:02:07,IP Address,96.232.101.80,100,100,True,2024-03-12 18:02:07,R_77KAfuM10GnmaKx,,,,,40.7849,-73.6391,anonymous,EN,I agree to take part,63b5eb0ec316229203f1ddae,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,80,90,,,,,An AI language model,63b5eb0ec316229203f1ddae,affirmative action,GPT-4_Alpaca,2
2024-03-12 17:59:46,2024-03-12 18:02:09,IP Address,50.27.166.149,100,142,True,2024-03-12 18:02:09,R_2Un850Mh4FdhTVL,,,,,30.1713,-93.2244,anonymous,EN,I agree to take part,5e24fbd4e1f467771c234e5f,On-line sources only,,,,,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An AI language model,5e24fbd4e1f467771c234e5f,veteran healthcare,Llama-2-instruct,1
2024-03-12 17:58:20,2024-03-12 18:02:17,IP Address,72.80.116.225,100,236,True,2024-03-12 18:02:17,R_1QflUgDTKKP5M5D,,,,,40.5978,-74.0001,anonymous,EN,I agree to take part,558fff05fdf99b3f7aada357,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,10,60,75,,,,,,,,,An AI language model,558fff05fdf99b3f7aada357,felons voting,GPT-4_Alpaca,3
2024-03-12 17:57:47,2024-03-12 18:02:22,IP Address,162.224.116.130,100,274,True,2024-03-12 18:02:22,R_3VbCsmTXoISjmGR,,,,,35.8639,-78.535,anonymous,EN,I agree to take part,5a219133b4665b00011fd87a,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,67,50,60,63,,,,,,,,,,,,,A political journalist,5a219133b4665b00011fd87a,border restrictions,OpenOrca,1
2024-03-12 17:58:00,2024-03-12 18:02:23,IP Address,204.111.137.39,100,263,True,2024-03-12 18:02:24,R_70CM0LY54rbARFf,,,,,38.1551,-79.0608,anonymous,EN,I agree to take part,63e63f77c742a91baf498dd0,On-line sources only,,,,,,,,,,,,,42,61,51,28,,,,,,,,,,,,,,,,,,,,,,,,,A political journalist,63e63f77c742a91baf498dd0,foreign aid,GPT-4_Alpaca,1
2024-03-12 17:54:35,2024-03-12 18:02:38,IP Address,71.218.242.230,100,482,True,2024-03-12 18:02:38,R_3s4phKJXc9y4iDW,,,,,39.7671,-105.0452,anonymous,EN,I agree to take part,5c3a764874d1c6000138ea83,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,98,0,,,,,,,,,A political science graduate student,5c3a764874d1c6000138ea83,felons voting,shareGPT,1
2024-03-12 18:01:41,2024-03-12 18:02:50,IP Address,207.144.49.138,100,68,True,2024-03-12 18:02:50,R_3eDKshdblyUfAqy,,,,,35.5397,-82.5151,anonymous,EN,I agree to take part,65e9395578c44519f3ea1e10,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,100,,,,,A political science graduate student,65e9395578c44519f3ea1e10,affirmative action,OpenOrca,3
2024-03-12 17:50:27,2024-03-12 18:02:53,IP Address,70.187.168.147,100,745,True,2024-03-12 18:02:53,R_3nSk94nWA1Hjj1k,,,,,33.5409,-117.7846,anonymous,EN,I agree to take part,5be08e69610cba000151f1f7,On-line sources only,,,,,,,,,,,,,50,50,35,20,,,,,,,,,,,,,,,,,,,,,,,,,A college Professor,5be08e69610cba000151f1f7,foreign aid,shareGPT,2
2024-03-12 17:56:21,2024-03-12 18:02:56,IP Address,107.203.101.64,100,395,True,2024-03-12 18:02:57,R_3PSM5vljIOYJa37,,,,,33.3683,-117.2333,anonymous,EN,I agree to take part,5dea96a5770a431bbed1efb2,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,20,70,50,20,,,,,,,,,,,,,An AI language model,5dea96a5770a431bbed1efb2,border restrictions,shareGPT,3
2024-03-12 18:00:08,2024-03-12 18:02:57,IP Address,99.129.246.27,100,169,True,2024-03-12 18:02:57,R_21LerfXyHxnzo8V,,,,,43.0213,-85.6064,anonymous,EN,I agree to take part,65958afd5a45f68375c3ec15,On-line sources only,,,,,,,,,,,,,,,,,,,,,86,23,100,91,,,,,,,,,,,,,,,,,An AI language model,65958afd5a45f68375c3ec15,assisted suicide,OpenOrca,3
2024-03-12 17:54:24,2024-03-12 18:03:02,IP Address,47.156.100.253,100,518,True,2024-03-12 18:03:03,R_3ocAsw3zeiC8015,,,,,34.2363,-118.4798,anonymous,EN,I agree to take part,5e38e79295ff561112eae457,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,25,70,75,A politician,5e38e79295ff561112eae457,electoral college,Llama-2-instruct,3
2024-03-12 18:01:26,2024-03-12 18:03:03,IP Address,68.227.195.18,100,96,True,2024-03-12 18:03:03,R_335L4FJx6wVdapz,,,,,41.874,-71.3844,anonymous,EN,I agree to take part,5c376ea0eecc440001c58889,On-line sources only,,,,,,,,,,,,,0,100,30,0,,,,,,,,,,,,,,,,,,,,,,,,,An AI language model,5c376ea0eecc440001c58889,foreign aid,Llama-2-instruct,1
2024-03-12 17:49:27,2024-03-12 18:03:18,IP Address,74.192.6.165,100,831,True,2024-03-12 18:03:19,R_1HUDu6demZNNqsf,,,,,35.0987,-77.1045,anonymous,EN,I agree to take part,611377497bdc630aedb0c1a7,On-line sources only,,,,,37,62,36,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An AI language model,611377497bdc630aedb0c1a7,veteran healthcare,OpenOrca,2
2024-03-12 18:01:35,2024-03-12 18:03:24,IP Address,73.45.221.78,100,108,True,2024-03-12 18:03:24,R_3dBbIe99ANV60QK,,,,,41.5548,-87.6593,anonymous,EN,I agree to take part,5d93ee94eaf36200134a1d87,On-line sources only,,,,,,,,,,,,,32,68,33,29,,,,,,,,,,,,,,,,,,,,,,,,,An AI language model,5d93ee94eaf36200134a1d87,foreign aid,OpenOrca,3
2024-03-12 18:03:13,2024-03-12 18:03:26,IP Address,165.123.226.13,100,13,True,2024-03-12 18:03:27,R_2CE0Q5ZiZpgQLXx,,,,,39.9597,-75.1995,anonymous,EN,I agree to take part,5ff4bc944b3bdcbce56d89a6,"Mostly on-line sources, with some television and print news",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ff4bc944b3bdcbce56d89a6,,,
2024-03-12 18:01:07,2024-03-12 18:03:36,IP Address,173.21.212.113,100,148,True,2024-03-12 18:03:36,R_3Mg5JCbqg6OdB1D,,,,,43.6862,-92.3681,anonymous,EN,I agree to take part,62cef3a68ad303ac017d56a7,On-line sources only,55,45,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political strategist / consultant,62cef3a68ad303ac017d56a7,medicaid,shareGPT,3
2024-03-12 18:02:21,2024-03-12 18:03:39,IP Address,99.107.112.185,100,77,True,2024-03-12 18:03:40,R_3jkTjau3bjIHhHJ,,,,,29.8627,-95.5846,anonymous,EN,I agree to take part,634027f949aab36bf66b50a3,On-line sources only,,,,,,,,,,,,,,,,,0,100,0,0,,,,,,,,,,,,,,,,,,,,,A political science graduate student,634027f949aab36bf66b50a3,solitary confinement,shareGPT,3
2024-03-12 18:01:37,2024-03-12 18:03:45,IP Address,152.30.209.192,100,127,True,2024-03-12 18:03:46,R_1TfeTQUDsxG9FFT,,,,,35.2373,-83.1462,anonymous,EN,I agree to take part,612ba4bfee20a1ffc86116f9,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,3,84,3,,,,,,,,,A political journalist,612ba4bfee20a1ffc86116f9,felons voting,OpenOrca,3
2024-03-12 18:02:05,2024-03-12 18:03:54,IP Address,68.228.153.94,100,109,True,2024-03-12 18:03:55,R_11bdTsOQasoIY3n,,,,,41.7041,-72.679,anonymous,EN,I agree to take part,5671927473f58b000d664293,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,100,An AI language model,5671927473f58b000d664293,electoral college,shareGPT,2
2024-03-12 18:01:36,2024-03-12 18:03:55,IP Address,76.34.9.153,100,139,True,2024-03-12 18:03:56,R_5BeOzweYO4ZcbSo,,,,,39.0705,-84.516,anonymous,EN,I agree to take part,56db4c217dcddf000bd5853c,On-line sources only,,,,,,,,,,,,,,,,,,,,,76,10,60,54,,,,,,,,,,,,,,,,,A political science graduate student,56db4c217dcddf000bd5853c,assisted suicide,shareGPT,2
2024-03-12 18:02:37,2024-03-12 18:03:57,IP Address,68.231.238.214,100,79,True,2024-03-12 18:03:57,R_365pejSb2PRyV24,,,,,36.8275,-76.0396,anonymous,EN,I agree to take part,65e91dd1ece44a3a17fe1bbd,On-line sources only,,,,,75,30,75,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political strategist / consultant,65e91dd1ece44a3a17fe1bbd,veteran healthcare,Llama-2-instruct,3
2024-03-12 18:01:26,2024-03-12 18:04:05,IP Address,63.66.70.2,100,158,True,2024-03-12 18:04:05,R_3PtwsbWIf4HRYNS,,,,,39.4226,-74.4959,anonymous,EN,I agree to take part,5c794023c44ec600161822b0,On-line sources only,,,,,,,,,40,71,24,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An AI language model,5c794023c44ec600161822b0,pensions,Llama-2-instruct,3
2024-03-12 18:01:06,2024-03-12 18:04:16,IP Address,97.89.28.71,100,189,True,2024-03-12 18:04:17,R_1SrDAfFesRmO4OB,,,,,34.2734,-83.8781,anonymous,EN,I agree to take part,601b75077aa0425330b81e36,On-line sources only,,,,,100,0,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An AI language model,601b75077aa0425330b81e36,veteran healthcare,OpenOrca,3
2024-03-12 17:58:38,2024-03-12 18:04:27,IP Address,174.61.230.245,100,348,True,2024-03-12 18:04:28,R_5Egx9fnfWg1IfqA,,,,,47.5871,-122.0388,anonymous,EN,I agree to take part,5e9fb6c522a51f166714e092,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,9,60,0,,,,,,,,,An AI language model,5e9fb6c522a51f166714e092,felons voting,Llama-2-instruct,1
2024-03-12 18:02:48,2024-03-12 18:04:29,IP Address,74.76.176.196,100,101,True,2024-03-12 18:04:29,R_1VQIMwUV0srgNEI,,,,,42.723,-73.8177,anonymous,EN,I agree to take part,55885869fdf99b4020ba0b64,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,88,16,9,,,,,An AI language model,55885869fdf99b4020ba0b64,affirmative action,GPT-4_Alpaca,1
2024-03-12 18:03:33,2024-03-12 18:04:35,IP Address,66.31.10.60,100,61,True,2024-03-12 18:04:35,R_5m9Lk0xAxzj5Puy,,,,,42.3935,-71.1836,anonymous,EN,I agree to take part,6015fe4f86fe247906d2fb4c,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,7,95,A college Professor,6015fe4f86fe247906d2fb4c,electoral college,shareGPT,1
2024-03-12 17:57:00,2024-03-12 18:04:42,IP Address,96.227.68.198,100,461,True,2024-03-12 18:04:42,R_3fphCSe5eKmwr9H,,,,,39.9597,-75.1995,anonymous,EN,I agree to take part,64047bc8a03c7c5b559f300d,On-line sources only,,,,,,,,,,,,,,,,,0,100,0,0,,,,,,,,,,,,,,,,,,,,,A political journalist,64047bc8a03c7c5b559f300d,solitary confinement,OpenOrca,1
2024-03-12 18:02:54,2024-03-12 18:05:07,IP Address,99.167.217.25,100,133,True,2024-03-12 18:05:08,R_533m99p1mcBhd05,,,,,36.013,-95.9767,anonymous,EN,I agree to take part,65396dfcb651ad024da200d6,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,27,73,89,,,,,,,,,An AI language model,65396dfcb651ad024da200d6,felons voting,shareGPT,1
2024-03-12 18:02:11,2024-03-12 18:05:08,IP Address,173.16.84.141,100,176,True,2024-03-12 18:05:08,R_7V8sAexW2BLeRha,,,,,43.0443,-91.119,anonymous,EN,I agree to take part,5f0632802b566a17e81a5f5f,On-line sources only,,,,,,,,,,,,,100,0,100,100,,,,,,,,,,,,,,,,,,,,,,,,,A politician,5f0632802b566a17e81a5f5f,foreign aid,OpenOrca,1
2024-03-12 18:03:05,2024-03-12 18:05:10,IP Address,104.178.202.172,100,124,True,2024-03-12 18:05:10,R_6wMOejx6wSp5eSe,,,,,33.8088,-84.2815,anonymous,EN,I agree to take part,62b5da77688feb883eba275d,On-line sources only,,,,,,,,,,,,,,,,,,,,,100,0,80,100,,,,,,,,,,,,,,,,,An AI language model,62b5da77688feb883eba275d,assisted suicide,Llama-2-instruct,3
2024-03-12 18:01:15,2024-03-12 18:05:12,IP Address,174.195.134.155,100,237,True,2024-03-12 18:05:13,R_2rqRXZ86tsrFTXP,,,,,33.8789,-117.5353,anonymous,EN,I agree to take part,63d1819e544fa53e891614ec,On-line sources only,50,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A politician,63d1819e544fa53e891614ec,medicaid,GPT-4_Alpaca,2
2024-03-12 18:02:12,2024-03-12 18:05:24,IP Address,99.132.235.78,100,192,True,2024-03-12 18:05:25,R_1wdF8MkBQuUV1x7,,,,,41.6078,-87.7524,anonymous,EN,I agree to take part,64876e8c1a6f7c303a92351b,On-line sources only,,,,,,,,,,,,,,,,,0,100,100,0,,,,,,,,,,,,,,,,,,,,,An AI language model,64876e8c1a6f7c303a92351b,solitary confinement,GPT-4_Alpaca,3
2024-03-12 18:02:54,2024-03-12 18:05:31,IP Address,76.224.2.44,100,157,True,2024-03-12 18:05:32,R_1ie7A0FJI8X0fdc,,,,,40.0233,-83.0859,anonymous,EN,I agree to take part,606c8f5844621276101ca161,On-line sources only,,,,,,,,,,,,,,,,,,,,,,0,97,97,,,,,,,,,,,,,,,,,A political journalist,606c8f5844621276101ca161,assisted suicide,shareGPT,1
2024-03-12 18:03:21,2024-03-12 18:05:37,IP Address,96.19.80.48,100,136,True,2024-03-12 18:05:38,R_1RkcGjl4L0CapRp,,,,,30.399,-88.6405,anonymous,EN,I agree to take part,62749fbd70a9fa9d1450f775,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,60,40,60,60,,,,,,,,,,,,,A political science graduate student,62749fbd70a9fa9d1450f775,border restrictions,shareGPT,2
2024-03-12 18:01:49,2024-03-12 18:05:38,IP Address,98.111.222.117,100,229,True,2024-03-12 18:05:39,R_7jE5fkyF0y4GwnX,,,,,40.5457,-80.0508,anonymous,EN,I agree to take part,5f48e9e36d9c7b3b69c5ed4f,On-line sources only,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political science graduate student,5f48e9e36d9c7b3b69c5ed4f,medicaid,OpenOrca,2
2024-03-12 18:03:20,2024-03-12 18:05:46,IP Address,69.123.8.208,100,146,True,2024-03-12 18:05:47,R_5nCxDm02yQFhk9o,,,,,40.2459,-74.2813,anonymous,EN,I agree to take part,5b147696d282ff00015c2c4e,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,49,34,51,58,,,,,,,,,,,,,An AI language model,5b147696d282ff00015c2c4e,border restrictions,Llama-2-instruct,2
2024-03-12 18:04:38,2024-03-12 18:05:52,IP Address,97.118.231.178,100,74,True,2024-03-12 18:05:53,R_3dgYiLQApjN6ZYo,,,,,39.7628,-105.0263,anonymous,EN,I agree to take part,614cd9dba2dad462039739cf,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,68,46,79,,,,,An AI language model,614cd9dba2dad462039739cf,affirmative action,shareGPT,2
2024-03-12 18:04:40,2024-03-12 18:06:15,IP Address,107.133.14.149,100,94,True,2024-03-12 18:06:15,R_34D2iv8WFZkX0ad,,,,,41.945,-87.7996,anonymous,EN,I agree to take part,6413582d1012b558dbb28dd6,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,69,36,38,A political journalist,6413582d1012b558dbb28dd6,electoral college,GPT-4_Alpaca,3
2024-03-12 18:04:38,2024-03-12 18:06:18,IP Address,35.147.77.7,100,100,True,2024-03-12 18:06:18,R_2QQIgtHR10QyGAN,,,,,29.5359,-98.4943,anonymous,EN,I agree to take part,63d1559f7f3507766170ec2e,On-line sources only,,,,,,,,,,,,,,,,,40,30,60,66,,,,,,,,,,,,,,,,,,,,,A political science graduate student,63d1559f7f3507766170ec2e,solitary confinement,shareGPT,2
2024-03-12 18:03:01,2024-03-12 18:06:18,IP Address,75.85.43.237,100,197,True,2024-03-12 18:06:19,R_5869C99fCoDJ5Tj,,,,,21.3266,-157.8621,anonymous,EN,I agree to take part,63eea80c0dd2a44e8b0266e4,On-line sources only,,,,,87,15,78,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political journalist,63eea80c0dd2a44e8b0266e4,veteran healthcare,GPT-4_Alpaca,1
2024-03-12 18:04:57,2024-03-12 18:06:19,IP Address,68.96.44.235,100,81,True,2024-03-12 18:06:19,R_2j22loBLR2bT6zp,,,,,29.9632,-90.0753,anonymous,EN,I agree to take part,6353f3225208e44c98e33a3e,On-line sources only,,,,,58,21,50,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An AI language model,6353f3225208e44c98e33a3e,veteran healthcare,OpenOrca,2
2024-03-12 18:04:37,2024-03-12 18:06:22,IP Address,68.104.229.88,100,104,True,2024-03-12 18:06:22,R_8MKeYVyiyaR7ZAe,,,,,33.1922,-111.5318,anonymous,EN,I agree to take part,5c59e6519dd64d00018adaa8,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,An AI language model,5c59e6519dd64d00018adaa8,electoral college,OpenOrca,3
2024-03-12 18:02:13,2024-03-12 18:06:25,IP Address,32.220.217.43,100,252,True,2024-03-12 18:06:25,R_1BsmgjjpLScpTOh,,,,,41.6853,-72.9296,anonymous,EN,I agree to take part,640a4db4e18c37b46c685bee,On-line sources only,,,,,,,,,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A politician,640a4db4e18c37b46c685bee,pensions,Llama-2-instruct,2
2024-03-12 18:03:55,2024-03-12 18:06:29,IP Address,96.231.138.127,100,154,True,2024-03-12 18:06:30,R_1VOqDBlaY3XzY6j,,,,,38.9893,-77.1586,anonymous,EN,I agree to take part,65cbb60922d9d93de62d41b1,On-line sources only,,,,,,,,,80,15,80,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political strategist / consultant,65cbb60922d9d93de62d41b1,pensions,shareGPT,3
2024-03-12 18:05:17,2024-03-12 18:06:33,IP Address,68.238.30.20,100,75,True,2024-03-12 18:06:33,R_6ewwFtLi6jLSij2,,,,,36.8366,-76.1624,anonymous,EN,I agree to take part,60fe1e2e185eb1dfc03e422e,On-line sources only,,,,,,,,,,,,,56,58,50,58,,,,,,,,,,,,,,,,,,,,,,,,,A political science graduate student,60fe1e2e185eb1dfc03e422e,foreign aid,GPT-4_Alpaca,2
2024-03-12 18:04:32,2024-03-12 18:06:46,IP Address,98.48.101.145,100,134,True,2024-03-12 18:06:47,R_8lyJLNug5pEYXxT,,,,,35.1013,-106.5247,anonymous,EN,I agree to take part,60e5868307d715a4d1445116,On-line sources only,,,,,,,,,,,,,,,,,0,100,0,0,,,,,,,,,,,,,,,,,,,,,A political journalist,60e5868307d715a4d1445116,solitary confinement,Llama-2-instruct,3
2024-03-12 18:05:21,2024-03-12 18:06:52,IP Address,100.10.67.253,100,90,True,2024-03-12 18:06:52,R_70duC53sRFtaKzU,,,,,41.701,-71.5194,anonymous,EN,I agree to take part,5ccb779b2c4e1f00159333ea,On-line sources only,,,,,,,,,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An AI language model,5ccb779b2c4e1f00159333ea,pensions,OpenOrca,1
2024-03-12 18:03:38,2024-03-12 18:07:16,IP Address,99.62.191.38,100,218,True,2024-03-12 18:07:17,R_2mymtZHKegyMvpd,,,,,26.2134,-80.2239,anonymous,EN,I agree to take part,5c8eb16ed169ac0001c27629,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,5,50,0,,,,,,,,,A political science graduate student,5c8eb16ed169ac0001c27629,felons voting,Llama-2-instruct,2
2024-03-12 18:06:36,2024-03-12 18:07:32,IP Address,24.92.169.99,100,55,True,2024-03-12 18:07:32,R_2qUlwrVusB6aT28,,,,,28.1951,-81.6062,anonymous,EN,I agree to take part,5e48122927eb23000af799c7,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,100,A politician,5e48122927eb23000af799c7,electoral college,Llama-2-instruct,1
2024-03-12 18:05:17,2024-03-12 18:07:33,IP Address,74.139.76.24,100,135,True,2024-03-12 18:07:33,R_3DtLZwYu1LGsqe5,,,,,37.1027,-84.5432,anonymous,EN,I agree to take part,65ee5d07466760163e01c72f,On-line sources only,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political journalist,65ee5d07466760163e01c72f,medicaid,Llama-2-instruct,3
2024-03-12 18:05:27,2024-03-12 18:07:39,IP Address,71.94.119.50,100,131,True,2024-03-12 18:07:40,R_7U0mojPTt0Z6bqO,,,,,45.8249,-88.066,anonymous,EN,I agree to take part,638b951008b4843ccdbc4e15,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,0,0,,,,,,,,,A college Professor,638b951008b4843ccdbc4e15,felons voting,OpenOrca,2
2024-03-12 18:05:54,2024-03-12 18:07:40,IP Address,76.49.7.20,100,106,True,2024-03-12 18:07:41,R_8M4FejZHTqIgbcJ,,,,,35.2701,-81.5306,anonymous,EN,I agree to take part,5d43b2ec71d6970016f668b2,On-line sources only,,,,,85,20,70,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political strategist / consultant,5d43b2ec71d6970016f668b2,veteran healthcare,shareGPT,1
2024-03-12 18:04:32,2024-03-12 18:07:44,IP Address,32.216.31.32,100,191,True,2024-03-12 18:07:44,R_5hsD3Qb1kmECkwr,,,,,41.3091,-72.8701,anonymous,EN,I agree to take part,65edfd46701f04e9cfffc76c,On-line sources only,,,,,,,,,,,,,,,,,,,,,75,20,65,95,,,,,,,,,,,,,,,,,A political science graduate student,65edfd46701f04e9cfffc76c,assisted suicide,GPT-4_Alpaca,1
2024-03-12 18:06:05,2024-03-12 18:07:48,IP Address,47.25.150.114,100,103,True,2024-03-12 18:07:49,R_4YcqNkluW5y1fhL,,,,,46.5922,-120.53,anonymous,EN,I agree to take part,611830fe665c7b68723910b3,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,0,0,,,,,An AI language model,611830fe665c7b68723910b3,affirmative action,Llama-2-instruct,1
2024-03-12 18:05:03,2024-03-12 18:08:16,IP Address,75.83.170.156,100,193,True,2024-03-12 18:08:17,R_5P4rYhDp9AL7Icn,,,,,33.9776,-117.7375,anonymous,EN,I agree to take part,5a94c0b7b5e2110001c6891e,On-line sources only,,,,,,,,,,,,,75,12,92,89,,,,,,,,,,,,,,,,,,,,,,,,,A political strategist / consultant,5a94c0b7b5e2110001c6891e,foreign aid,shareGPT,1
2024-03-12 18:06:23,2024-03-12 18:08:17,IP Address,172.56.97.155,100,114,True,2024-03-12 18:08:18,R_7O8n8nwi38svOpU,,,,,28.0109,-82.4948,anonymous,EN,I agree to take part,633dbba020f607c3522b86ed,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,20,78,21,24,,,,,,,,,,,,,A political strategist / consultant,633dbba020f607c3522b86ed,border restrictions,OpenOrca,3
2024-03-12 17:56:37,2024-03-12 18:08:32,IP Address,47.147.171.142,100,714,True,2024-03-12 18:08:32,R_7nRos6keopSTfYR,,,,,34.5404,-117.3532,anonymous,EN,I agree to take part,654001b69df601c766451ba4,On-line sources only,,,,,90,0,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An AI language model,654001b69df601c766451ba4,veteran healthcare,shareGPT,2
2024-03-12 18:07:38,2024-03-12 18:08:34,IP Address,136.226.100.165,100,56,True,2024-03-12 18:08:35,R_1FKHkcjhuuhkgeJ,,,,,32.7797,-96.8022,anonymous,EN,I agree to take part,5ccf87bfb46c7000010d8428,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,65,37,28,,,,,A college Professor,5ccf87bfb46c7000010d8428,affirmative action,GPT-4_Alpaca,3
2024-03-12 18:07:17,2024-03-12 18:08:37,IP Address,24.20.167.120,100,80,True,2024-03-12 18:08:38,R_7sL4ML2Pe3vZQBj,,,,,44.0645,-123.1461,anonymous,EN,I agree to take part,61646529370e6a2eb6ed74cc,On-line sources only,,,,,82,14,12,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political journalist,61646529370e6a2eb6ed74cc,veteran healthcare,GPT-4_Alpaca,2
2024-03-12 18:06:10,2024-03-12 18:08:47,IP Address,104.32.224.157,100,156,True,2024-03-12 18:08:47,R_1JhhXjHHx8F5FPl,,,,,34.1448,-118.3667,anonymous,EN,I agree to take part,62f472ab95a96afabd6680aa,On-line sources only,42,59,48,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political science graduate student,62f472ab95a96afabd6680aa,medicaid,OpenOrca,3
2024-03-12 18:07:16,2024-03-12 18:08:49,IP Address,76.129.156.69,100,93,True,2024-03-12 18:08:49,R_2S7eMEJvV4xYYZK,,,,,35.9875,-84.1168,anonymous,EN,I agree to take part,5d849ee0a954540019f513dd,On-line sources only,79,6,93,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A college Professor,5d849ee0a954540019f513dd,medicaid,shareGPT,2
2024-03-12 18:06:17,2024-03-12 18:08:57,IP Address,98.203.145.217,100,159,True,2024-03-12 18:08:57,R_38HQiXZHcVq7mi5,,,,,47.509,-122.1163,anonymous,EN,I agree to take part,5dd3bfcd8b8df139ce007928,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,8,89,94,An AI language model,5dd3bfcd8b8df139ce007928,electoral college,OpenOrca,2
2024-03-12 18:07:10,2024-03-12 18:09:01,IP Address,108.26.232.131,100,110,True,2024-03-12 18:09:01,R_3GjkxtMGtPCPSuB,,,,,42.3291,-71.1815,anonymous,EN,I agree to take part,65de09d5b564cfa85d360bba,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,100,0,97,100,,,,,,,,,,,,,A political strategist / consultant,65de09d5b564cfa85d360bba,border restrictions,GPT-4_Alpaca,3
